order_id,order_date,region,city,channel,product,category,quantity,unit_price,discount_rate,payment_method,customer_id,gross_sales,discount_amount,net_sales
10068,2025-01-05,South,Chennai,Retail Store,Notebook,Stationery,5,120.0,0.1,Net Banking,C013,600.0,60.0,540.0
10069,2025-03-29,East,Durgapur,Distributor,Pen Pack,Stationery,2,180.0,0.2,upi,C014,360.0,72.0,288.0
10070,2025-01-15,West,Mumbai,Online,Headphones,Electronics,4,2375.0,0.15,Card,C015,9500.0,1425.0,8075.0
10071,2025-03-30,North,Jaipur,Retail Store,Laptop,Electronics,2,65000.0,0.1,Cash,C016,130000.0,13000.0,117000.0
10072,2025-04-14,South,Hyderabad,Distributor,Monitor,Electronics,4,11400.0,0.2,Net Banking,C017,45600.0,9120.0,36480.0
10073,2025-02-18,East,Kolkata,Online,Keyboard,Electronics,4,1890.0,0.1,UPI,C018,7560.0,756.0,6804.0
10074,2025-04-05,West,Pune,Retail Store,Mouse,Electronics,7,800.0,0.05,Card,C019,5600.0,280.0,5320.0
10075,2025-01-04,North,Lucknow,Distributor,Office Chair,Furniture,6,8500.0,0.1,Cash,C020,51000.0,5100.0,45900.0
10076,2025-06-12,South,Bengaluru,Online,Desk,Furniture,3,13300.0,0.2,Net Banking,C021,39900.0,7980.0,31920.0
10077,2025-04-11,East,Howrah,Retail Store,Printer,Electronics,4,11000.0,0.0,UPI,C022,44000.0,0.0,44000.0
10078,2025-05-02,West,Surat,Distributor,Notebook,Stationery,3,120.0,0.0,Card,C023,360.0,0.0,360.0
10079,2025-04-30,North,Delhi,Online,Pen Pack,Stationery,1,171.0,0.05,Cash,C024,171.0,8.55,162.45
10080,,South,Chennai,Retail Store,Headphones,Electronics,6,2625.0,0.15,Net Banking,C025,15750.0,2362.5,13387.5
10081,2025-06-15,East,Durgapur,Distributor,Laptop,Electronics,3,65000.0,0.0,UPI,C026,195000.0,0.0,195000.0
10082,2025-01-07,West,Mumbai,Online,Monitor,Electronics,7,11400.0,0.05,Card,C027,79800.0,3990.0,75810.0
10083,2025-03-09,North,Jaipur,Retail Store,Keyboard,Electronics,1,1800.0,0.1,Cash,C028,1800.0,180.0,1620.0
10084,2025-05-27,South,Hyderabad,Distributor,Mouse,Electronics,3,800.0,0.2,Net Banking,C029,2400.0,480.0,1920.0
10085,2025-06-22,East,Kolkata,Online,Office Chair,Furniture,7,8075.0,0.05,UPI,C030,56525.0,2826.25,53698.75
10086,2025-04-04,West,Pune,Retail Store,Desk,Furniture,5,14000.0,0.05,Card,C031,70000.0,3500.0,66500.0
10087,2025-06-19,North,Lucknow,Distributor,Printer,Electronics,7,11550.0,0.05,Cash,C032,80850.0,4042.5,76807.5
10088,2025-01-09,South,Bengaluru,Online,Notebook,Stationery,2,120.0,0.0,Net Banking,C033,240.0,0.0,240.0
10089,2025-06-29,East,Howrah,Retail Store,Pen Pack,Stationery,3,189.0,0.1,UPI,C034,567.0,56.7,510.3
10090,2025-05-16,West,Surat,Distributor,Headphones,Electronics,2,2375.0,0.2,Card,C035,4750.0,950.0,3800.0
10091,2025-06-11,North,Delhi,Online,Laptop,Electronics,6,61750.0,0.2,Cash,C036,370500.0,74100.0,296400.0
10092,2025-02-27,South,Chennai,Retail Store,Monitor,Electronics,1,12000.0,0.1,Net Banking,C037,12000.0,1200.0,10800.0
10093,2025-04-30,East,Durgapur,Distributor,Keyboard,Electronics,1,1800.0,0.15,UPI,C038,1800.0,270.0,1530.0
10094,2025-01-18,West,Mumbai,Online,Mouse,Electronics,3,840.0,0.05,Card,C039,2520.0,126.0,2394.0
10095,2025-02-17,North,Jaipur,Retail Store,Office Chair,Furniture,6,8500.0,0.15,Cash,C040,51000.0,7650.0,43350.0
10096,2025-02-13,South,Hyderabad,Distributor,Desk,electronics,1,14700.0,0.2,Net Banking,C041,14700.0,2940.0,11760.0
10097,2025-05-31,East,Kolkata,Online,Printer,Electronics,1,10450.0,0.0,UPI,C042,10450.0,0.0,10450.0
10098,2025-02-02,West,Pune,Retail Store,Notebook,Stationery,7,120.0,0.0,Card,C043,840.0,0.0,840.0
10099,2025-06-08,North,Lucknow,Distributor,Pen Pack,Stationery,3,180.0,0.1,Cash,C044,540.0,54.0,486.0
10100,2025-02-26,South,Bengaluru,Online,Headphones,Electronics,1,2500.0,0.0,Net Banking,C045,2500.0,0.0,2500.0
10101,2025-06-25,East,Howrah,Retail Store,Laptop,Electronics,7,65000.0,0.15,UPI,C046,455000.0,68250.0,386750.0
10102,2025-01-27,West,Surat,Distributor,Monitor,Electronics,4,12000.0,0.1,Card,C047,48000.0,4800.0,43200.0
10103,2025-02-11,North,Delhi,Online,Keyboard,Electronics,7,1710.0,0.0,Cash,C048,11970.0,0.0,11970.0
10104,2025-05-03,South,Chennai,Retail Store,Mouse,Electronics,2,760.0,0.0,Net Banking,C049,1520.0,0.0,1520.0
10105,2025-04-02,East,Durgapur,Distributor,Office Chair,Furniture,7,8500.0,0.0,UPI,C050,59500.0,0.0,59500.0
10106,2025-04-16,West,Mumbai,Online,Desk,Furniture,7,14700.0,0.15,Card,C051,102900.0,15435.0,87465.0
10107,2025-05-26,North,Jaipur,Retail Store,Printer,Electronics,3,11550.0,0.0,Cash,C052,34650.0,0.0,34650.0
10108,2025-05-14,South,Hyderabad,Distributor,Notebook,Stationery,1,114.0,0.15,Net Banking,C053,114.0,17.099999999999998,96.9
10109,2025-01-23,East,Kolkata,Online,Pen Pack,Stationery,6,180.0,0.0,UPI,C054,1080.0,0.0,1080.0
10110,2025-03-13,West,Pune,Retail Store,Headphones,Electronics,4,2375.0,0.2,Card,C055,9500.0,1900.0,7600.0
10111,2025-03-30,North,Lucknow,Distributor,Laptop,Electronics,7,61750.0,0.05,Cash,,432250.0,21612.5,410637.5
10112,2025-06-22,South,Bengaluru,Online,Monitor,Electronics,4,12000.0,0.15,Net Banking,C002,48000.0,7200.0,40800.0
10113,2025-06-17,East,Howrah,Retail Store,Keyboard,Electronics,4,1890.0,0.05,UPI,C003,7560.0,378.0,7182.0
10114,2025-04-11,West,Surat,Distributor,Mouse,Electronics,4,800.0,0.0,Card,C004,3200.0,0.0,3200.0
10115,2025-01-20,North,Delhi,Online,Office Chair,Furniture,2,8925.0,0.15,Cash,C005,17850.0,2677.5,15172.5
10116,2025-03-17,South,Chennai,Retail Store,Desk,Furniture,6,14000.0,0.0,Net Banking,C006,84000.0,0.0,84000.0
10117,2025-04-18,East,Durgapur,Distributor,Printer,Electronics,1,10450.0,0.2,UPI,C007,10450.0,2090.0,8360.0
10118,2025-05-26,West,Mumbai,Online,Notebook,Stationery,2,120.0,0.2,Card,C008,240.0,48.0,192.0
10119,2025-05-23,North,Jaipur,Retail Store,Pen Pack,Stationery,4,180.0,0.1,Cash,C009,720.0,72.0,648.0
10120,2025-01-20,South,Hyderabad,Distributor,Headphones,Electronics,6,2500.0,0.0,Net Banking,C010,15000.0,0.0,15000.0
10121,2025-05-25,East,Kolkata,Online,Laptop,Electronics,3,65000.0,0.2,UPI,C011,195000.0,39000.0,156000.0
10122,2025-04-07,West,Pune,Retail Store,Monitor,Electronics,4,12000.0,0.05,Card,C012,48000.0,2400.0,45600.0
10123,2025-06-07,North,Lucknow,Distributor,Keyboard,Electronics,6,1890.0,0.15,Cash,C013,11340.0,1701.0,9639.0
10124,2025-03-16,South,Bengaluru,Online,Mouse,Electronics,6,800.0,0.15,Net Banking,C014,4800.0,720.0,4080.0
10125,2025-03-19,East,Howrah,Retail Store,Office Chair,Furniture,1,8925.0,0.05,UPI,C015,8925.0,446.25,8478.75
10126,2025-06-07,West,Surat,Distributor,Desk,Furniture,1,14700.0,0.15,Card,C016,14700.0,2205.0,12495.0
10127,2025-02-14,North,Delhi,Online,Printer,Electronics,2,11000.0,0.1,Cash,C017,22000.0,2200.0,19800.0
10128,2025-05-16,South,Chennai,Retail Store,Notebook,Stationery,2,126.0,0.05,Net Banking,C018,252.0,12.600000000000001,239.4
10129,2025-01-20,East,Durgapur,Distributor,Pen Pack,Stationery,6,189.0,0.2,UPI,C019,1134.0,226.8,907.2
10130,2025-04-18,West,Mumbai,Online,Headphones,Electronics,7,2500.0,0.0,Card,C020,17500.0,0.0,17500.0
10131,2025-05-30,North,Jaipur,Retail Store,Laptop,Electronics,3,61750.0,0.0,Cash,C021,185250.0,0.0,-500.0
10132,2025-01-27,South,Hyderabad,Distributor,Monitor,Electronics,3,12600.0,0.05,Net Banking,C022,37800.0,1890.0,35910.0
10133,2025-01-30,East,Kolkata,Online,Keyboard,Electronics,7,1800.0,0.2,UPI,C023,12600.0,2520.0,10080.0
10134,2025-01-28,West,Pune,Retail Store,Mouse,Electronics,2,800.0,0.05,Card,C024,1600.0,80.0,1520.0
10135,2025-01-04,North,Lucknow,Distributor,Office Chair,Furniture,4,8500.0,0.0,Cash,C025,34000.0,0.0,34000.0
10136,2025-02-01,South,Bengaluru,Online,Desk,Furniture,5,13300.0,0.0,Net Banking,C026,66500.0,0.0,66500.0
10137,2025-04-17,East,Howrah,Retail Store,Printer,Electronics,6,11000.0,0.0,UPI,C027,66000.0,0.0,66000.0
10138,2025-03-13,West,Surat,Distributor,Notebook,Stationery,4,126.0,0.15,Card,C028,504.0,75.6,428.4
10139,2025-04-02,North,Delhi,Online,Pen Pack,Stationery,6,189.0,0.05,Cash,C029,1134.0,56.7,1077.3
10140,2025-06-04,South,Chennai,Retail Store,Headphones,Electronics,6,2625.0,0.2,Net Banking,C030,15750.0,3150.0,12600.0
10141,2025-02-02,East,Durgapur,Distributor,Laptop,Electronics,4,65000.0,0.0,UPI,C031,260000.0,0.0,260000.0
10142,2025-02-15,West,Mumbai,Online,Monitor,Electronics,7,11400.0,0.05,Card,C032,79800.0,3990.0,75810.0
10143,2025-03-17,North,Jaipur,Retail Store,Keyboard,Electronics,5,1890.0,0.1,Cash,C033,9450.0,945.0,8505.0
10144,2025-03-09,South,Hyderabad,Distributor,Mouse,Electronics,2,760.0,0.0,Net Banking,C034,1520.0,0.0,1520.0
10145,2025-01-19,East,Kolkata,Online,Office Chair,Furniture,7,8925.0,0.1,UPI,C035,62475.0,6247.5,56227.5
10146,2025-01-10,West,Pune,Retail Store,Desk,Furniture,1,13300.0,0.2,Card,C036,13300.0,2660.0,10640.0
10147,2025-01-18,North,Lucknow,Distributor,Printer,Electronics,3,11000.0,0.2,Cash,C037,33000.0,6600.0,26400.0
10148,2025-06-13,South,Bengaluru,Online,Notebook,Stationery,6,126.0,0.2,Net Banking,C038,756.0,151.20000000000002,604.8
10149,2025-05-26,East,Howrah,Retail Store,Pen Pack,Stationery,2,180.0,0.2,UPI,C039,360.0,72.0,288.0
10150,2025-04-27,West,Surat,Distributor,Headphones,Electronics,5,2500.0,0.15,Card,C040,12500.0,1875.0,10625.0
10151,2025-01-25,North,Delhi,Online,Laptop,Electronics,5,65000.0,0.15,Cash,C041,325000.0,48750.0,276250.0
10152,2025-04-04,South,Chennai,Retail Store,Monitor,Electronics,6,12000.0,0.1,Net Banking,C042,72000.0,7200.0,64800.0
10153,2025-03-25,East,Durgapur,Distributor,Keyboard,Electronics,7,1890.0,0.2,UPI,C043,13230.0,2646.0,10584.0
10154,2025-04-26,West,Mumbai,Online,Mouse,Electronics,6,800.0,0.05,Card,C044,4800.0,240.0,4560.0
10155,2025-01-26,North,Jaipur,Retail Store,Office Chair,Furniture,2,8075.0,0.05,Cash,C045,16150.0,807.5,15342.5
10156,2025-03-17,South,Hyderabad,Distributor,Desk,Furniture,4,13300.0,0.1,Net Banking,C046,53200.0,5320.0,47880.0
10157,2025-03-08,East,Kolkata,Online,Printer,Electronics,5,11000.0,0.05,UPI,C047,55000.0,2750.0,52250.0
10158,2025-03-01,West,Pune,Retail Store,Notebook,Stationery,4,120.0,0.05,Card,C048,480.0,24.0,456.0
10159,2025-05-05,North,Lucknow,Distributor,Pen Pack,Stationery,4,171.0,0.05,Cash,C049,684.0,34.2,649.8
10160,2025-06-21,South,Bengaluru,Online,Headphones,Electronics,2,2625.0,0.05,Net Banking,C050,5250.0,262.5,4987.5
10161,2025-03-29,East,Howrah,Retail Store,Laptop,Electronics,5,68250.0,0.2,UPI,C051,341250.0,68250.0,273000.0
10162,2025-04-07,West,Surat,Distributor,Monitor,Electronics,6,12000.0,0.05,Card,C052,72000.0,3600.0,68400.0
10163,2025-04-29,North,Delhi,Online,Keyboard,Electronics,7,1800.0,0.2,Cash,C053,12600.0,2520.0,10080.0
10164,2025-04-07,South,Chennai,Retail Store,Mouse,Electronics,2,800.0,0.2,Net Banking,C054,1600.0,320.0,1280.0
10165,2025-02-22,East,Durgapur,Distributor,Office Chair,Furniture,6,8075.0,0.15,UPI,C055,48450.0,7267.5,41182.5
10166,2025-02-06,West,Mumbai,Online,Desk,Furniture,2,13300.0,0.15,Card,C001,26600.0,3990.0,22610.0
10167,2025-06-05,North,Jaipur,Retail Store,Printer,Electronics,5,11000.0,0.15,Cash,C002,55000.0,8250.0,46750.0
10168,2025-04-22,South,Hyderabad,Distributor,Notebook,Stationery,7,126.0,0.0,Net Banking,C003,882.0,0.0,882.0
10169,2025-05-12,East,Kolkata,Online,Pen Pack,Stationery,5,180.0,0.0,UPI,C004,900.0,0.0,900.0
10170,2025-06-19,West,Pune,Retail Store,Headphones,Electronics,5,2500.0,0.0,Card,C005,12500.0,0.0,12500.0
10171,2025-06-23,North,Lucknow,Distributor,Laptop,Electronics,6,68250.0,0.0,Cash,C006,409500.0,0.0,409500.0
10172,2025-04-18,South,Bengaluru,Online,Monitor,Electronics,2,12000.0,0.2,Net Banking,C007,24000.0,4800.0,19200.0
10173,2025-05-24,East,Howrah,Retail Store,Keyboard,Electronics,4,1890.0,0.15,UPI,C008,7560.0,1134.0,6426.0
10174,2025-02-15,West,Surat,Distributor,Mouse,Electronics,7,760.0,0.2,Card,C009,5320.0,1064.0,4256.0
10175,2025-01-18,North,Delhi,Online,Office Chair,Furniture,6,8075.0,0.1,Cash,C010,48450.0,4845.0,43605.0
10176,2025-02-01,South,Chennai,Retail Store,Desk,Furniture,4,13300.0,0.15,Net Banking,C011,53200.0,7980.0,45220.0
10177,2025-04-14,East,Durgapur,Distributor,Printer,Electronics,1,10450.0,0.1,UPI,C012,10450.0,1045.0,9405.0
10178,2025-04-05,West,Mumbai,Online,Notebook,Stationery,4,120.0,0.1,Card,C013,480.0,48.0,432.0
10179,2025-05-25,North,Jaipur,Retail Store,Pen Pack,Stationery,6,189.0,0.15,Cash,C014,1134.0,170.1,963.9
10180,2025-04-19,South,Hyderabad,Distributor,Headphones,Electronics,4,2375.0,0.1,Net Banking,C015,9500.0,950.0,8550.0
10021,2025-05-31,East,Durgapur,Distributor,Laptop,Electronics,7,61750.0,0.1,UPI,C021,432250.0,43225.0,389025.0
